mnist,10,0.3,100,3,True,mlp,0.1,nn,,False,32,0,0.5,1.0,30,0,0,20220728182721
mnist,10,0.3,100,3,True,mlp,0.1,nn,,False,32,0,0.6333333333333333,1.0,30,0,1,20220728182721
mnist,10,0.3,100,3,True,mlp,0.1,nn,,False,32,0,0.6,1.0,30,0,2,20220728182721
mnist,10,0.3,100,3,True,mlp,0.1,nn,,False,32,0,0.4666666666666667,0.9666666666666667,30,0,3,20220728182721
mnist,10,0.3,100,3,True,mlp,0.1,nn,,False,32,0,0.4666666666666667,1.0,30,0,4,20220728182721
mnist,10,0.3,100,3,True,mlp,0.1,nn,,False,32,0,0.43333333333333335,0.9666666666666667,30,0,5,20220728182721
mnist,10,0.3,100,3,True,mlp,0.1,nn,,False,32,0,0.5333333333333333,0.9333333333333333,30,0,6,20220728182721
mnist,10,0.3,100,3,True,mlp,0.1,nn,,False,32,0,0.4666666666666667,0.9333333333333333,30,0,7,20220728182721
mnist,10,0.3,100,3,True,mlp,0.1,nn,,False,32,0,0.5666666666666667,1.0,30,0,8,20220728182721
mnist,10,0.3,100,3,True,mlp,0.1,nn,,False,32,0,0.5333333333333333,1.0,30,0,9,20220728182721
mnist,10,0.3,100,3,True,mlp,0.1,nn,,True,32,0,0.5666666666666667,1.0,30,0,0,20220728190105
mnist,10,0.3,100,3,True,mlp,0.1,nn,,True,32,0,0.56,0.98,50,0,1,20220728190105
mnist,10,0.3,100,3,True,mlp,0.1,nn,,True,32,0,0.5757575757575758,1.0,66,0,2,20220728190105
mnist,10,0.3,100,3,True,mlp,0.1,nn,,True,32,0,0.5131578947368421,0.9736842105263158,76,0,3,20220728190105
mnist,10,0.3,100,3,True,mlp,0.1,nn,,True,32,0,0.46987951807228917,0.9397590361445783,83,0,4,20220728190105
mnist,10,0.3,100,3,True,mlp,0.1,nn,,True,32,0,0.550561797752809,0.9438202247191011,89,0,5,20220728190105
mnist,10,0.3,100,3,True,mlp,0.1,nn,,True,32,0,0.5108695652173914,0.9782608695652174,92,0,6,20220728190105
mnist,10,0.3,100,3,True,mlp,0.1,nn,,True,32,0,0.5760869565217391,0.9891304347826086,92,0,7,20220728190105
mnist,10,0.3,100,3,True,mlp,0.1,nn,,True,32,0,0.5625,0.9791666666666666,96,0,8,20220728190105
mnist,10,0.3,100,3,True,mlp,0.1,nn,,True,32,0,0.5729166666666666,0.9791666666666666,96,0,9,20220728190105
cifar10,10,0.3,100,2,True,cnn,0.1,nn,,False,32,0,0.3333333333333333,0.9333333333333333,30,0,0,20220729081950
cifar10,10,0.3,100,2,True,cnn,0.1,nn,,False,32,0,0.3,0.9,30,0,1,20220729081950
cifar10,10,0.3,100,2,True,cnn,0.1,nn,,False,32,0,0.5666666666666667,1.0,30,0,2,20220729081950
cifar10,10,0.3,100,2,True,cnn,0.1,nn,,False,32,0,0.6,1.0,30,0,3,20220729081950
cifar10,10,0.3,100,2,True,cnn,0.1,nn,,False,32,0,0.5666666666666667,0.9666666666666667,30,0,4,20220729081950
cifar10,10,0.3,100,2,True,cnn,0.1,nn,,False,32,0,0.6,1.0,30,0,5,20220729081950
cifar10,10,0.3,100,2,True,cnn,0.1,nn,,False,32,0,0.5333333333333333,0.9666666666666667,30,0,6,20220729081950
cifar10,10,0.3,100,2,True,cnn,0.1,nn,,False,32,0,0.43333333333333335,0.8666666666666667,30,0,7,20220729081950
cifar10,10,0.3,100,2,True,cnn,0.1,nn,,False,32,0,0.6,0.9666666666666667,30,0,8,20220729081950
cifar10,10,0.3,100,2,True,cnn,0.1,nn,,False,32,0,0.6666666666666666,1.0,30,0,9,20220729081950
